template_id,instance_id,query_group_id,plan_strategy,strategy_tag,n_ops,n_joins_plan,n_sel_plan,n_agg_plan,n_sort_plan,join_typ,access,n_pipe,pipe_max,n_par,par_max,d_0,d_1,d_2,d_3,n_cross,n_push,tier_span,read_total,write_total,inter_max,reduce,cost,cost_ratio_to_best,optimal,plan_template_id,best_strategy_tag,n_terms,n_rel,n_joins_query,n_anti,n_sel_query,n_agg_query,n_group,n_sort_query,depth,size_class_max,n_large,n_small,tier_min,tier_max,input_mb,query_class
Q7_I06_T28,Q7_I06,Q7,"l3, serial, hash, pipelined",28,11,4,2,1,1,1,0,5,5,0,0,24504.0,0.0,10229.1,20784.7,5,5,3,44474.7,11043.1,5768.1,2e-05,117.0425,2.918,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T29,Q7_I06,Q7,"l3, serial, index_nested_loop",29,11,4,2,1,1,3,1,0,0,0,0,24504.0,0.0,10229.1,7423.7,5,5,3,31107.7,11049.2,5768.1,2e-05,114.3704,2.8514,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T30,Q7_I06,Q7,"l3, serial, index_nested_loop, pipelined",30,11,4,2,1,1,3,1,5,5,0,0,24504.0,0.0,10229.1,7417.7,5,5,3,31107.7,11043.1,5768.1,2e-05,114.3691,2.8513,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T31,Q7_I06,Q7,"l3, serial, sort_merge",31,13,4,2,1,3,2,0,0,0,0,0,24504.0,0.0,10229.1,11870.7,5,5,3,35553.7,11050.2,5768.1,2e-05,115.2599,2.8735,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T32,Q7_I06,Q7,"l3, serial, sort_merge, pipelined",32,13,4,2,1,3,2,0,5,5,0,0,24504.0,0.0,10229.1,11864.7,5,5,3,35553.7,11044.1,5768.1,2e-05,115.2585,2.8735,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T33,Q7_I06,Q7,"l3, p3, nested_loop",33,11,4,2,1,1,0,0,0,0,2,3,24504.0,0.0,10229.1,34941.1,5,5,3,58625.1,11049.2,5768.1,2e-05,46.8956,1.1692,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T34,Q7_I06,Q7,"l3, p3, nested_loop, pipelined",34,11,4,2,1,1,0,0,5,5,2,3,24504.0,0.0,10229.1,34935.1,5,5,3,58625.1,11043.1,5768.1,2e-05,46.8943,1.1691,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T35,Q7_I06,Q7,"l3, p3, hash",35,11,4,2,1,1,1,0,0,0,2,3,24504.0,0.0,10229.1,20790.7,5,5,3,44474.7,11049.2,5768.1,2e-05,44.0655,1.0986,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T36,Q7_I06,Q7,"l3, p3, hash, pipelined",36,11,4,2,1,1,1,0,5,5,2,3,24504.0,0.0,10229.1,20784.7,5,5,3,44474.7,11043.1,5768.1,2e-05,44.0642,1.0986,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T37,Q7_I06,Q7,"l3, p3, index_nested_loop",37,11,4,2,1,1,3,1,0,0,2,3,24504.0,0.0,10229.1,7423.7,5,5,3,31107.7,11049.2,5768.1,2e-05,41.3921,1.0319,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T38,Q7_I06,Q7,"l3, p3, index_nested_loop, pipelined",38,11,4,2,1,1,3,1,5,5,2,3,24504.0,0.0,10229.1,7417.7,5,5,3,31107.7,11043.1,5768.1,2e-05,41.3908,1.0319,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T39,Q7_I06,Q7,"l3, p3, sort_merge",39,13,4,2,1,3,2,0,0,0,2,3,24504.0,0.0,10229.1,11870.7,5,5,3,35553.7,11050.2,5768.1,2e-05,42.2816,1.0541,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q7_I06_T40,Q7_I06,Q7,"l3, p3, sort_merge, pipelined",40,13,4,2,1,3,2,0,5,5,2,3,24504.0,0.0,10229.1,11864.7,5,5,3,35553.7,11044.1,5768.1,2e-05,42.2802,1.0541,0,Q7_I06_T22,22,1,5,4,0,2,1,3,3,2,large,2,2,0,0,24504.0,"derived table, five-way join, group, sort"
Q8_I06_T01,Q8_I06,Q8,"home, serial, nested_loop",1,15,6,3,1,1,0,0,0,0,0,0,68173.3,0.0,0.0,0.0,0,0,0,46783.9,21389.4,19227.0,2e-05,287.9303,5.3295,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T03,Q8_I06,Q8,"home, serial, index_nested_loop",3,15,6,3,1,1,3,1,0,0,0,0,67303.6,0.0,0.0,0.0,0,0,0,45914.2,21389.4,19227.0,2e-05,284.3066,5.2625,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T04,Q8_I06,Q8,"home, serial, sort_merge",4,17,6,3,1,3,2,0,0,0,0,0,68173.3,2.0,0.0,0.0,0,0,0,46784.9,21390.4,19227.0,2e-05,287.934,5.3296,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T05,Q8_I06,Q8,"home, p3, nested_loop",5,15,6,3,1,1,0,0,0,0,13,3,68173.3,0.0,0.0,0.0,0,0,0,46783.9,21389.4,19227.0,2e-05,95.9838,1.7766,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T07,Q8_I06,Q8,"home, p3, index_nested_loop",7,15,6,3,1,1,3,1,0,0,13,3,67303.6,0.0,0.0,0.0,0,0,0,45914.2,21389.4,19227.0,2e-05,94.7759,1.7543,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T08,Q8_I06,Q8,"home, p3, sort_merge",8,17,6,3,1,3,2,0,0,0,13,3,68173.3,2.0,0.0,0.0,0,0,0,46784.9,21390.4,19227.0,2e-05,95.9876,1.7767,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T09,Q8_I06,Q8,"l2, serial, nested_loop",9,15,6,3,1,1,0,0,0,0,0,0,25395.0,19227.0,23551.3,0.0,7,7,2,46783.9,21389.4,19227.0,2e-05,165.755,3.0681,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T10,Q8_I06,Q8,"l2, serial, nested_loop, pipelined",10,15,6,3,1,1,0,0,7,7,0,0,25395.0,19227.0,23544.8,0.0,7,7,2,46783.9,21382.9,19227.0,2e-05,165.7481,3.068,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T13,Q8_I06,Q8,"l2, serial, index_nested_loop",13,15,6,3,1,1,3,1,0,0,0,0,24508.8,19227.0,23567.8,0.0,7,7,2,45914.2,21389.4,19227.0,2e-05,162.079,3.0001,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T14,Q8_I06,Q8,"l2, serial, index_nested_loop, pipelined",14,15,6,3,1,1,3,1,7,7,0,0,24508.8,19227.0,23561.3,0.0,7,7,2,45914.2,21382.9,19227.0,2e-05,162.0721,2.9999,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T15,Q8_I06,Q8,"l2, serial, sort_merge",15,17,6,3,1,3,2,0,0,0,0,0,25395.0,19227.0,23553.3,0.0,7,7,2,46784.9,21390.4,19227.0,2e-05,165.757,3.0681,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T16,Q8_I06,Q8,"l2, serial, sort_merge, pipelined",16,17,6,3,1,3,2,0,7,7,0,0,25395.0,19227.0,23546.8,0.0,7,7,2,46784.9,21383.9,19227.0,2e-05,165.7502,3.068,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T17,Q8_I06,Q8,"l2, p3, nested_loop",17,15,6,3,1,1,0,0,0,0,13,3,25395.0,19227.0,23551.3,0.0,7,7,2,46783.9,21389.4,19227.0,2e-05,55.2534,1.0227,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T18,Q8_I06,Q8,"l2, p3, nested_loop, pipelined",18,15,6,3,1,1,0,0,7,7,13,3,25395.0,19227.0,23544.8,0.0,7,7,2,46783.9,21382.9,19227.0,2e-05,55.2507,1.0227,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T21,Q8_I06,Q8,"l2, p3, index_nested_loop",21,15,6,3,1,1,3,1,0,0,13,3,24508.8,19227.0,23567.8,0.0,7,7,2,45914.2,21389.4,19227.0,2e-05,54.028,1.0,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T22,Q8_I06,Q8,"l2, p3, index_nested_loop, pipelined",22,15,6,3,1,1,3,1,7,7,13,3,24508.8,19227.0,23561.3,0.0,7,7,2,45914.2,21382.9,19227.0,2e-05,54.0254,1.0,1,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T23,Q8_I06,Q8,"l2, p3, sort_merge",23,17,6,3,1,3,2,0,0,0,13,3,25395.0,19227.0,23553.3,0.0,7,7,2,46784.9,21390.4,19227.0,2e-05,55.2554,1.0228,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T24,Q8_I06,Q8,"l2, p3, sort_merge, pipelined",24,17,6,3,1,3,2,0,7,7,13,3,25395.0,19227.0,23546.8,0.0,7,7,2,46784.9,21383.9,19227.0,2e-05,55.2528,1.0227,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T25,Q8_I06,Q8,"l3, serial, nested_loop",25,15,6,3,1,1,0,0,0,0,0,0,25395.0,19227.0,0.0,23551.3,7,7,3,46783.9,21389.4,19227.0,2e-05,146.8482,2.7181,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T26,Q8_I06,Q8,"l3, serial, nested_loop, pipelined",26,15,6,3,1,1,0,0,7,7,0,0,25395.0,19227.0,0.0,23544.8,7,7,3,46783.9,21382.9,19227.0,2e-05,146.8467,2.7181,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T29,Q8_I06,Q8,"l3, serial, index_nested_loop",29,15,6,3,1,1,3,1,0,0,0,0,24508.8,19227.0,0.0,23567.8,7,7,3,45914.2,21389.4,19227.0,2e-05,143.159,2.6498,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T30,Q8_I06,Q8,"l3, serial, index_nested_loop, pipelined",30,15,6,3,1,1,3,1,7,7,0,0,24508.8,19227.0,0.0,23561.3,7,7,3,45914.2,21382.9,19227.0,2e-05,143.1575,2.6498,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T31,Q8_I06,Q8,"l3, serial, sort_merge",31,17,6,3,1,3,2,0,0,0,0,0,25395.0,19227.0,0.0,23553.3,7,7,3,46784.9,21390.4,19227.0,2e-05,146.8486,2.7181,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T32,Q8_I06,Q8,"l3, serial, sort_merge, pipelined",32,17,6,3,1,3,2,0,7,7,0,0,25395.0,19227.0,0.0,23546.8,7,7,3,46784.9,21383.9,19227.0,2e-05,146.8471,2.7181,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T33,Q8_I06,Q8,"l3, p3, nested_loop",33,15,6,3,1,1,0,0,0,0,1,3,25395.0,19227.0,0.0,23551.3,7,7,3,46783.9,21389.4,19227.0,2e-05,69.2549,1.2819,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T34,Q8_I06,Q8,"l3, p3, nested_loop, pipelined",34,15,6,3,1,1,0,0,7,7,1,3,25395.0,19227.0,0.0,23544.8,7,7,3,46783.9,21382.9,19227.0,2e-05,69.2535,1.2819,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T37,Q8_I06,Q8,"l3, p3, index_nested_loop",37,15,6,3,1,1,3,1,0,0,1,3,24508.8,19227.0,0.0,23567.8,7,7,3,45914.2,21389.4,19227.0,2e-05,65.5657,1.2136,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T38,Q8_I06,Q8,"l3, p3, index_nested_loop, pipelined",38,15,6,3,1,1,3,1,7,7,1,3,24508.8,19227.0,0.0,23561.3,7,7,3,45914.2,21382.9,19227.0,2e-05,65.5643,1.2136,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T39,Q8_I06,Q8,"l3, p3, sort_merge",39,17,6,3,1,3,2,0,0,0,1,3,25395.0,19227.0,0.0,23553.3,7,7,3,46784.9,21390.4,19227.0,2e-05,69.2554,1.2819,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q8_I06_T40,Q8_I06,Q8,"l3, p3, sort_merge, pipelined",40,17,6,3,1,3,2,0,7,7,1,3,25395.0,19227.0,0.0,23546.8,7,7,3,46784.9,21383.9,19227.0,2e-05,69.2539,1.2819,0,Q8_I06_T22,22,1,7,6,0,3,2,1,1,2,large,2,3,0,0,25395.0,"derived table, seven-way join, ratio aggregate"
Q9_I06_T01,Q9_I06,Q9,"home, serial, nested_loop",1,13,5,1,1,1,0,0,0,0,0,0,82087.3,0.0,0.0,0.0,0,0,0,55003.9,27083.4,19227.0,1.8e-05,346.9368,5.6298,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T03,Q9_I06,Q9,"home, serial, index_nested_loop",3,13,5,1,1,1,3,1,0,0,0,0,82056.9,0.0,0.0,0.0,0,0,0,54973.5,27083.4,19227.0,1.8e-05,346.8102,5.6278,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T04,Q9_I06,Q9,"home, serial, sort_merge",4,15,5,1,1,3,2,0,0,0,0,0,82087.3,2.0,0.0,0.0,0,0,0,55004.9,27084.4,19227.0,1.8e-05,346.9406,5.6299,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T05,Q9_I06,Q9,"home, p3, nested_loop",5,13,5,1,1,1,0,0,0,0,11,3,82087.3,0.0,0.0,0.0,0,0,0,55003.9,27083.4,19227.0,1.8e-05,115.6527,1.8767,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T07,Q9_I06,Q9,"home, p3, index_nested_loop",7,13,5,1,1,1,3,1,0,0,11,3,82056.9,0.0,0.0,0.0,0,0,0,54973.5,27083.4,19227.0,1.8e-05,115.6105,1.876,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T08,Q9_I06,Q9,"home, p3, sort_merge",8,15,5,1,1,3,2,0,0,0,11,3,82087.3,2.0,0.0,0.0,0,0,0,55004.9,27084.4,19227.0,1.8e-05,115.6564,1.8768,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T09,Q9_I06,Q9,"l2, serial, nested_loop",9,13,5,1,1,1,0,0,0,0,0,0,27921.0,19227.0,34939.3,0.0,6,6,2,55003.9,27083.4,19227.0,1.8e-05,187.9677,3.0502,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T10,Q9_I06,Q9,"l2, serial, nested_loop, pipelined",10,13,5,1,1,1,0,0,6,6,0,0,27921.0,19227.0,34933.8,0.0,6,6,2,55003.9,27077.9,19227.0,1.8e-05,187.9619,3.0501,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T13,Q9_I06,Q9,"l2, serial, index_nested_loop",13,13,5,1,1,1,3,1,0,0,0,0,27921.0,19227.0,34908.9,0.0,6,6,2,54973.5,27083.4,19227.0,1.8e-05,187.9373,3.0497,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T14,Q9_I06,Q9,"l2, serial, index_nested_loop, pipelined",14,13,5,1,1,1,3,1,6,6,0,0,27921.0,19227.0,34903.4,0.0,6,6,2,54973.5,27077.9,19227.0,1.8e-05,187.9315,3.0496,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T15,Q9_I06,Q9,"l2, serial, sort_merge",15,15,5,1,1,3,2,0,0,0,0,0,27921.0,19227.0,34941.3,0.0,6,6,2,55004.9,27084.4,19227.0,1.8e-05,187.9697,3.0502,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T16,Q9_I06,Q9,"l2, serial, sort_merge, pipelined",16,15,5,1,1,3,2,0,6,6,0,0,27921.0,19227.0,34935.8,0.0,6,6,2,55004.9,27078.9,19227.0,1.8e-05,187.9639,3.0501,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T17,Q9_I06,Q9,"l2, p3, nested_loop",17,13,5,1,1,1,0,0,0,0,11,3,27921.0,19227.0,34939.3,0.0,6,6,2,55003.9,27083.4,19227.0,1.8e-05,62.6576,1.0168,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T18,Q9_I06,Q9,"l2, p3, nested_loop, pipelined",18,13,5,1,1,1,0,0,6,6,11,3,27921.0,19227.0,34933.8,0.0,6,6,2,55003.9,27077.9,19227.0,1.8e-05,62.6553,1.0167,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T21,Q9_I06,Q9,"l2, p3, index_nested_loop",21,13,5,1,1,1,3,1,0,0,11,3,27921.0,19227.0,34908.9,0.0,6,6,2,54973.5,27083.4,19227.0,1.8e-05,62.6475,1.0166,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T22,Q9_I06,Q9,"l2, p3, index_nested_loop, pipelined",22,13,5,1,1,1,3,1,6,6,11,3,27921.0,19227.0,34903.4,0.0,6,6,2,54973.5,27077.9,19227.0,1.8e-05,62.6452,1.0166,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T23,Q9_I06,Q9,"l2, p3, sort_merge",23,15,5,1,1,3,2,0,0,0,11,3,27921.0,19227.0,34941.3,0.0,6,6,2,55004.9,27084.4,19227.0,1.8e-05,62.6596,1.0168,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T24,Q9_I06,Q9,"l2, p3, sort_merge, pipelined",24,15,5,1,1,3,2,0,6,6,11,3,27921.0,19227.0,34935.8,0.0,6,6,2,55004.9,27078.9,19227.0,1.8e-05,62.6574,1.0168,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T25,Q9_I06,Q9,"l3, serial, nested_loop",25,13,5,1,1,1,0,0,0,0,0,0,27921.0,19227.0,7758.0,27181.3,6,6,3,55003.9,27083.4,19227.0,1.8e-05,166.2196,2.6973,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T26,Q9_I06,Q9,"l3, serial, nested_loop, pipelined",26,13,5,1,1,1,0,0,6,6,0,0,27921.0,19227.0,7758.0,27175.8,6,6,3,55003.9,27077.9,19227.0,1.8e-05,166.2184,2.6973,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T29,Q9_I06,Q9,"l3, serial, index_nested_loop",29,13,5,1,1,1,3,1,0,0,0,0,27921.0,19227.0,7758.0,27150.9,6,6,3,54973.5,27083.4,19227.0,1.8e-05,166.2135,2.6972,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T30,Q9_I06,Q9,"l3, serial, index_nested_loop, pipelined",30,13,5,1,1,1,3,1,6,6,0,0,27921.0,19227.0,7758.0,27145.4,6,6,3,54973.5,27077.9,19227.0,1.8e-05,166.2123,2.6972,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T31,Q9_I06,Q9,"l3, serial, sort_merge",31,15,5,1,1,3,2,0,0,0,0,0,27921.0,19227.0,7758.0,27183.3,6,6,3,55004.9,27084.4,19227.0,1.8e-05,166.22,2.6973,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T32,Q9_I06,Q9,"l3, serial, sort_merge, pipelined",32,15,5,1,1,3,2,0,6,6,0,0,27921.0,19227.0,7758.0,27177.8,6,6,3,55004.9,27078.9,19227.0,1.8e-05,166.2188,2.6973,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T33,Q9_I06,Q9,"l3, p3, nested_loop",33,13,5,1,1,1,0,0,0,0,3,3,27921.0,19227.0,7758.0,27181.3,6,6,3,55003.9,27083.4,19227.0,1.8e-05,61.6322,1.0001,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T34,Q9_I06,Q9,"l3, p3, nested_loop, pipelined",34,13,5,1,1,1,0,0,6,6,3,3,27921.0,19227.0,7758.0,27175.8,6,6,3,55003.9,27077.9,19227.0,1.8e-05,61.6309,1.0001,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T37,Q9_I06,Q9,"l3, p3, index_nested_loop",37,13,5,1,1,1,3,1,0,0,3,3,27921.0,19227.0,7758.0,27150.9,6,6,3,54973.5,27083.4,19227.0,1.8e-05,61.6261,1.0,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T38,Q9_I06,Q9,"l3, p3, index_nested_loop, pipelined",38,13,5,1,1,1,3,1,6,6,3,3,27921.0,19227.0,7758.0,27145.4,6,6,3,54973.5,27077.9,19227.0,1.8e-05,61.6249,1.0,1,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T39,Q9_I06,Q9,"l3, p3, sort_merge",39,15,5,1,1,3,2,0,0,0,3,3,27921.0,19227.0,7758.0,27183.3,6,6,3,55004.9,27084.4,19227.0,1.8e-05,61.6326,1.0001,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q9_I06_T40,Q9_I06,Q9,"l3, p3, sort_merge, pipelined",40,15,5,1,1,3,2,0,6,6,3,3,27921.0,19227.0,7758.0,27177.8,6,6,3,55004.9,27078.9,19227.0,1.8e-05,61.6314,1.0001,0,Q9_I06_T38,38,1,6,5,0,1,1,2,2,2,large,3,2,0,0,27921.0,"derived table, six-way join, group, sort"
Q10_I06_T01,Q10_I06,Q10,"home, serial, nested_loop",1,9,3,2,1,1,0,0,0,0,0,0,35961.0,0.0,0.0,0.0,0,0,0,30209.8,5751.3,4806.8,2e-05,150.8795,4.6419,0,Q10_I06_T22,22,1,4,3,0,2,1,7,1,1,large,2,1,0,0,24459.0,"four-way join, wide grouping, sort, limit"
Q10_I06_T03,Q10_I06,Q10,"home, serial, index_nested_loop",3,9,3,2,1,1,3,1,0,0,0,0,31949.6,0.0,0.0,0.0,0,0,0,26198.3,5751.3,4806.8,2e-05,134.1652,4.1276,0,Q10_I06_T22,22,1,4,3,0,2,1,7,1,1,large,2,1,0,0,24459.0,"four-way join, wide grouping, sort, limit"
Q10_I06_T04,Q10_I06,Q10,"home, serial, sort_merge",4,11,3,2,1,3,2,0,0,0,0,0,35961.0,2.0,0.0,0.0,0,0,0,30210.8,5752.3,4806.8,2e-05,150.8833,4.642,0,Q10_I06_T22,22,1,4,3,0,2,1,7,1,1,large,2,1,0,0,24459.0,"four-way join, wide grouping, sort, limit"
